uri,type,topConceptOf,inScheme,prefLabel,notation,definition,variabele,drager,Parameter Drager Omschrijving,waardebepaling,Parameter Soort Waardebepaling Omschrijving,Parameter Soort Waardebepaling Type Code,Parameter Soort Waardebepaling Type Omschrijving
P_887,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,Trifluralin,Tfluralin,Trifluralin,https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/ZSDSQXJSNMTJDA-UHFFFAOYSA-N,dr:DR_1,Waterstaal,wb:SWB_1,standaard,,
P_522,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,Dieldrin,Dieldrin,Dieldrin,https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/DFBKLUNHFCTMDC-PICURKEMSA-N,dr:DR_2,Waterbodem,wb:SWB_9,standaard per droge stof,DS,per droge stof
P_556,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,gamma-Hexachloorcyclohexaan,gHCH,gamma-Hexachloorcyclohexaan,https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/JLYXXMFPNIAWKQ-GNIYUCBRSA-N,dr:DR_1,Waterstaal,wb:SWB_1,standaard,,
P_418,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,Beryllium,Be t,"Beryllium, totaal",https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/ATBAMAFKBVZNFJ-UHFFFAOYSA-N,dr:DR_2,Waterbodem,wb:SWB_4,totaal per droge stof,DS,per droge stof
P_1333,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,"2,2',4,4',5-Pentabroomdifenylether (BDE99)",BDE 99,"2,2',4,4',5-Pentabroomdifenylether (BDE99)",https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/WHPVYXDFIXRKLN-UHFFFAOYSA-N,dr:DR_2,Waterbodem,wb:SWB_9,standaard per droge stof,DS,per droge stof
P_482,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,Zilver,Ag t,"Zilver, totaal",https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/BQCADISMDOOEFD-UHFFFAOYSA-N,dr:DR_2,Waterbodem,wb:SWB_4,totaal per droge stof,DS,per droge stof
P_626,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,"1,1,2-Trichloorethaan",112CEa,"1,1,2-Trichloorethaan",https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/UBOXGVDOUJQMTN-UHFFFAOYSA-N,dr:DR_1,Waterstaal,wb:SWB_1,standaard,,
P_1899,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,Thallium,Tl mt,"Thallium, multi totaal",https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/BKVIYDNLLOSFOA-UHFFFAOYSA-N,dr:DR_1,Waterstaal,wb:SWB_7,multi totaal,,
P_313,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,Cyaniden,CN- t,"Cyaniden, totaal",https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/XFXPMWWXUTWYJX-UHFFFAOYSA-N,dr:DR_1,Waterstaal,wb:SWB_3,totaal,,
P_149,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,"Benzo(g,h,i)peryleen",B(ghi)Pe o,"Benzo(g,h,i)peryleen, opgelost",https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/GYFAGKUZYNFMBN-UHFFFAOYSA-N,dr:DR_1,Waterstaal,wb:SWB_2,opgelost,,
P_456,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,Seleen,Se,Seleen,https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/BUGBHKTXTAQXES-UHFFFAOYSA-N,dr:DR_1,Waterstaal,wb:SWB_1,standaard,,
P_780,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,4-Chloor-3-methylfenol,4C3MyFol,4-Chloor-3-methylfenol,https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/CFKMVGJGLGKFKI-UHFFFAOYSA-N,dr:DR_2,Waterbodem,wb:SWB_9,standaard per droge stof,DS,per droge stof
P_1850,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,Cadmium,Cd mt,"Cadmium, multi totaal",https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/WLZRMCYVCSSEQC-UHFFFAOYSA-N,dr:DR_1,Waterstaal,wb:SWB_7,multi totaal,,
P_2021,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,Ammonium,NH4+ na ZW,"Ammonium, na Zahn Wellens",https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/QGZKDVFQNNGYKY-UHFFFAOYSA-O,dr:DR_1,Waterstaal,wb:SWB_12,na Zahn Wellens,,
P_399,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,Aluminium,Al,Aluminium,https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/XAGFODPZIPBFFR-UHFFFAOYSA-N,dr:DR_1,Waterstaal,wb:SWB_1,standaard,,
P_1372,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,Hexabroomdifenyl,HBDFy,Hexabroomdifenyl,https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/PTJQVJQAZSLKJO-UHFFFAOYSA-N,dr:DR_1,Waterstaal,wb:SWB_1,standaard,,
P_1940,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,Natrium,Na mo,"Natrium, multi opgelost",https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/FKNQFGJONOIPTF-UHFFFAOYSA-N,dr:DR_1,Waterstaal,wb:SWB_8,multi opgelost,,
P_891,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,Anthraceen,Ant,Anthraceen,https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/MWPLVEDNUUSJAV-UHFFFAOYSA-N,dr:DR_2,Waterbodem,wb:SWB_9,standaard per droge stof,DS,per droge stof
P_435,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,Kobalt,Co,Kobalt,https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/GUTLYIVDDKVIGB-UHFFFAOYSA-N,dr:DR_1,Waterstaal,wb:SWB_1,standaard,,
P_1889,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,Seleen,Se mt,"Seleen, multi totaal",https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/BUGBHKTXTAQXES-UHFFFAOYSA-N,dr:DR_1,Waterstaal,wb:SWB_7,multi totaal,,
P_546,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,Hexachloorbutadieen,HCBdn,Hexachloorbutadieen,https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/RWNKSTSCBHKHTB-UHFFFAOYSA-N,dr:DR_1,Waterstaal,wb:SWB_1,standaard,,
P_892,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,Anthraceen,Ant,Anthraceen,https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/MWPLVEDNUUSJAV-UHFFFAOYSA-N,dr:DR_1,Waterstaal,wb:SWB_1,standaard,,
P_771,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,3-Chloorfenol,3CFol,3-Chloorfenol,https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/HORNXRXVQWOLPJ-UHFFFAOYSA-N,dr:DR_2,Waterbodem,wb:SWB_9,standaard per droge stof,DS,per droge stof
P_1625,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,Pentabroomdifenylether,PBDE,Pentabroomdifenylether,https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/WHPVYXDFIXRKLN-UHFFFAOYSA-N,dr:DR_2,Waterbodem,wb:SWB_9,standaard per droge stof,DS,per droge stof
P_142,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,"2,2',5,5'-Tetrachloorbifenyl (PCB52)",PCB 52 o,"2,2',5,5'-Tetrachloorbifenyl (PCB52), opgelost",https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/HCWZEPKLWVAEOV-UHFFFAOYSA-N,dr:DR_1,Waterstaal,wb:SWB_2,opgelost,,
P_790,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,Chloorbenzeen,CBz,Chloorbenzeen,https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/MVPPADPHJFYWMZ-UHFFFAOYSA-N,dr:DR_1,Waterstaal,wb:SWB_1,standaard,,
P_1954,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,Antimoon,Sb mo,"Antimoon, multi opgelost",https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/WUOBERCRSABHOT-UHFFFAOYSA-N,dr:DR_1,Waterstaal,wb:SWB_8,multi opgelost,,
P_624,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,"1,1,1-Trichloorethaan",111CEa,"1,1,1-Trichloorethaan",https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/UOCLXMDMGBRAIB-UHFFFAOYSA-N,dr:DR_2,Waterbodem,wb:SWB_9,standaard per droge stof,DS,per droge stof
P_534,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,Heptachloor,HpC,Heptachloor,https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/FRCCEHPWNOQAEU-UHFFFAOYSA-N,dr:DR_3,Biota,wb:SWB_10,standaard per nat gewicht,NG,per nat gewicht
P_1021,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,Wolfraam,W t,"Wolfraam, totaal",https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/WFKWXMTUELFFGS-UHFFFAOYSA-N,dr:DR_1,Waterstaal,wb:SWB_3,totaal,,
P_553,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,delta-Hexachloorcyclohexaan,dHCH,delta-Hexachloorcyclohexaan,https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/JLYXXMFPNIAWKQ-UHFFFAOYSA-N,dr:DR_2,Waterbodem,wb:SWB_9,standaard per droge stof,DS,per droge stof
P_1970,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,Wolfraam,W mo,"Wolfraam, multi opgelost",https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/WFKWXMTUELFFGS-UHFFFAOYSA-N,dr:DR_1,Waterstaal,wb:SWB_8,multi opgelost,,
P_428,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,Chroom,Cr,Chroom,https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/VYZAMTAEIAYCRO-UHFFFAOYSA-N,dr:DR_1,Waterstaal,wb:SWB_1,standaard,,
P_506,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,Isopropylbenzeen,iPyBz,Isopropylbenzeen,https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/RWGFKTVRMDUZSP-UHFFFAOYSA-N,dr:DR_1,Waterstaal,wb:SWB_1,standaard,,
P_519,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,Chloordaan,Cdaan,Chloordaan,https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/BIWJNBZANLAXMG-UHFFFAOYSA-N,dr:DR_1,Waterstaal,wb:SWB_1,standaard,,
P_446,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,Lood,Pb t,"Lood, totaal",https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/WABPQHHGFIMREM-UHFFFAOYSA-N,dr:DR_1,Waterstaal,wb:SWB_3,totaal,,
P_701,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,"1,2,3-Trichloorbenzeen",123CBz,"1,2,3-Trichloorbenzeen",https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/RELMFMZEBKVZJC-UHFFFAOYSA-N,dr:DR_2,Waterbodem,wb:SWB_9,standaard per droge stof,DS,per droge stof
P_1371,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,Mirex,Mirex,Mirex,https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/GVYLCNUFSHDAAW-UHFFFAOYSA-N,dr:DR_1,Waterstaal,wb:SWB_1,standaard,,
P_417,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,Beryllium,Be t,"Beryllium, totaal",https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/ATBAMAFKBVZNFJ-UHFFFAOYSA-N,dr:DR_1,Waterstaal,wb:SWB_3,totaal,,
P_551,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,beta-Hexachloorcyclohexaan,bHCH,beta-Hexachloorcyclohexaan,https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/JLYXXMFPNIAWKQ-UHFFFAOYSA-N,dr:DR_2,Waterbodem,wb:SWB_9,standaard per droge stof,DS,per droge stof
P_154,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,Fluorantheen,Flu o,"Fluorantheen, opgelost",https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/GVEPBJHOBDJJJI-UHFFFAOYSA-N,dr:DR_1,Waterstaal,wb:SWB_2,opgelost,,
P_452,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,Nikkel,Ni,Nikkel,https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/PXHVJJICTQNCMI-UHFFFAOYSA-N,dr:DR_1,Waterstaal,wb:SWB_1,standaard,,
P_1846,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,Barium,Ba mt,"Barium, multi totaal",https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/DSAJWYNOEDNPEQ-UHFFFAOYSA-N,dr:DR_1,Waterstaal,wb:SWB_7,multi totaal,,
P_136,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,"2,2',4,5,5'-Pentachloorbifenyl (PCB101)",PCB 101 o,"2,2',4,5,5'-Pentachloorbifenyl (PCB101), opgelost",https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/LAHWLEDBADHJGA-UHFFFAOYSA-N,dr:DR_1,Waterstaal,wb:SWB_2,opgelost,,
P_910,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,Fluoreen,Fluoreen,Fluoreen,https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/NIHNNTQXNPWCJQ-UHFFFAOYSA-N,dr:DR_1,Waterstaal,wb:SWB_1,standaard,,
P_906,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,"Dibenzo(a,h)anthraceen",dBz(ah)An,"Dibenzo(a,h)anthraceen",https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/LHRCREOYAASXPZ-UHFFFAOYSA-N,dr:DR_1,Waterstaal,wb:SWB_1,standaard,,
P_808,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,Trichloorfenol,TCFol,Trichloorfenol,https://data.omgeving.vlaanderen.be/id/concept/sommatie_stoffen/tricfolsom,dr:DR_1,Waterstaal,wb:SWB_1,standaard,,
P_530,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,Endrin,Endrin,Endrin,https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/DFBKLUNHFCTMDC-UHFFFAOYSA-N,dr:DR_2,Waterbodem,wb:SWB_9,standaard per droge stof,DS,per droge stof
P_904,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,Chryseen,Chr,Chryseen,https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/WDECIBYCCFPHNR-UHFFFAOYSA-N,dr:DR_1,Waterstaal,wb:SWB_1,standaard,,
P_1871,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,Mangaan,Mn mt,"Mangaan, multi totaal",https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/PWHULOQIROXLJO-UHFFFAOYSA-N,dr:DR_1,Waterstaal,wb:SWB_7,multi totaal,,
P_2294,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,Fosfor,P tf,"Fosfor, totaal gefiltreerd",https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/OAICVXFJPJFONN-UHFFFAOYSA-N,dr:DR_1,Waterstaal,wb:SWB_74,totaal gefiltreerd,,
P_453,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,Nikkel,Ni o,"Nikkel, opgelost",https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/PXHVJJICTQNCMI-UHFFFAOYSA-N,dr:DR_1,Waterstaal,wb:SWB_2,opgelost,,
P_405,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,Antimoon,Sb t,"Antimoon, totaal",https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/WUOBERCRSABHOT-UHFFFAOYSA-N,dr:DR_2,Waterbodem,wb:SWB_4,totaal per droge stof,DS,per droge stof
P_282,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,Xylenen (o+m+p),ompXyl,Xylenen (o+m+p),https://data.omgeving.vlaanderen.be/id/concept/sommatie_stoffen/ompxyl,dr:DR_1,Waterstaal,wb:SWB_1,standaard,,
P_984,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,Fosfor,P of,"Fosfor, organisch gefiltreerd",https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/OAICVXFJPJFONN-UHFFFAOYSA-N,dr:DR_1,Waterstaal,wb:SWB_18,organisch gefiltreerd,,
P_1280,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,Trichloorethaan,TCEa,Trichloorethaan,https://data.omgeving.vlaanderen.be/id/concept/sommatie_stoffen/111cea_112cea,dr:DR_1,Waterstaal,wb:SWB_1,standaard,,
P_137,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,"2,3',4,4',5-Pentachloorbifenyl (PCB118)",PCB 118 o,"2,3',4,4',5-Pentachloorbifenyl (PCB118), opgelost",https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/IUTPYMGCWINGEY-UHFFFAOYSA-N,dr:DR_1,Waterstaal,wb:SWB_2,opgelost,,
P_1133,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,alfa-Chloortolueen,aCTol,alfa-Chloortolueen,https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/KCXMKQUNVWSEMD-UHFFFAOYSA-N,dr:DR_1,Waterstaal,wb:SWB_1,standaard,,
P_478,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,Vanadium,V t,"Vanadium, totaal",https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/LEONUFNNVUYDNQ-UHFFFAOYSA-N,dr:DR_2,Waterbodem,wb:SWB_4,totaal per droge stof,DS,per droge stof
P_410,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,Arseen,As t,"Arseen, totaal",https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/RQNWIZPPADIBDY-UHFFFAOYSA-N,dr:DR_2,Waterbodem,wb:SWB_4,totaal per droge stof,DS,per droge stof
P_937,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,"2,3',4,4',5-Pentachloorbifenyl (PCB118)",PCB 118,"2,3',4,4',5-Pentachloorbifenyl (PCB118)",https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/IUTPYMGCWINGEY-UHFFFAOYSA-N,dr:DR_3,Biota,wb:SWB_10,standaard per nat gewicht,NG,per nat gewicht
P_791,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,Chloorbenzeen,CBz,Chloorbenzeen,https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/MVPPADPHJFYWMZ-UHFFFAOYSA-N,dr:DR_2,Waterbodem,wb:SWB_9,standaard per droge stof,DS,per droge stof
P_770,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,3-Chloorfenol,3CFol,3-Chloorfenol,https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/HORNXRXVQWOLPJ-UHFFFAOYSA-N,dr:DR_1,Waterstaal,wb:SWB_1,standaard,,
P_510,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,Tolueen,Tolueen,Tolueen,https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/YXFVVABEGXRONW-UHFFFAOYSA-N,dr:DR_2,Waterbodem,wb:SWB_9,standaard per droge stof,DS,per droge stof
P_1217,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,Tributyltin,TBySn,Tributyltin,https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/LSKGFBJLYWXIOF-UHFFFAOYSA-N,dr:DR_1,Waterstaal,wb:SWB_1,standaard,,
P_1973,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,Zink,Zn mo,"Zink, multi opgelost",https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/HCHKCACWOHOZIP-UHFFFAOYSA-N,dr:DR_1,Waterstaal,wb:SWB_8,multi opgelost,,
P_477,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,Vanadium,V t,"Vanadium, totaal",https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/LEONUFNNVUYDNQ-UHFFFAOYSA-N,dr:DR_1,Waterstaal,wb:SWB_3,totaal,,
P_1283,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,"1,3-Dichloorpropeen (cis+trans)",ct13CPe,"1,3-Dichloorpropeen (cis+trans)",https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/UOORRWUZONOOLO-UPHRSURJSA-N,dr:DR_1,Waterstaal,wb:SWB_1,standaard,,
P_1525,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,Silicium,Si o,"Silicium, opgelost",https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/XUIMIQQOPSSXEZ-UHFFFAOYSA-N,dr:DR_1,Waterstaal,wb:SWB_2,opgelost,,
P_1228,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,Fosfor,P t,"Fosfor, totaal",https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/OAICVXFJPJFONN-UHFFFAOYSA-N,dr:DR_1,Waterstaal,wb:SWB_3,totaal,,
P_1912,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,Boor,B mo,"Boor, multi opgelost",https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/ZOXJGFHDIHLPTG-UHFFFAOYSA-N,dr:DR_1,Waterstaal,wb:SWB_8,multi opgelost,,
P_424,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,Cadmium,Cd t,"Cadmium, totaal",https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/WLZRMCYVCSSEQC-UHFFFAOYSA-N,dr:DR_1,Waterstaal,wb:SWB_3,totaal,,
P_1194,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,Fenantreen,Fen,Fenantreen,https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/YNPNZTXNASCQKK-UHFFFAOYSA-N,dr:DR_1,Waterstaal,wb:SWB_1,standaard,,
P_152,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,"Dibenzo(a,h)anthraceen",dBz(ah)An o,"Dibenzo(a,h)anthraceen, opgelost",https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/LHRCREOYAASXPZ-UHFFFAOYSA-N,dr:DR_1,Waterstaal,wb:SWB_2,opgelost,,
P_91,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,Fluoride,F- o,"Fluoride, opgelost",https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/KRHYYFGTRYWZRS-UHFFFAOYSA-M,dr:DR_1,Waterstaal,wb:SWB_2,opgelost,,
P_800,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,Tetrachlooretheen,TtCEe,Tetrachlooretheen,https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/CYTYCFOTNPOANT-UHFFFAOYSA-N,dr:DR_1,Waterstaal,wb:SWB_1,standaard,,
P_431,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,Chroom,Cr t,"Chroom, totaal",https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/VYZAMTAEIAYCRO-UHFFFAOYSA-N,dr:DR_2,Waterbodem,wb:SWB_4,totaal per droge stof,DS,per droge stof
P_1150,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,Calcium,Ca t,"Calcium, totaal",https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/OYPRJOBELJOOCE-UHFFFAOYSA-N,dr:DR_1,Waterstaal,wb:SWB_3,totaal,,
P_1872,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,Molybdeen,Mo mt,"Molybdeen, multi totaal",https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/ZOKXTWBITQBERF-UHFFFAOYSA-N,dr:DR_1,Waterstaal,wb:SWB_7,multi totaal,,
P_445,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,Lood,Pb o,"Lood, opgelost",https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/WABPQHHGFIMREM-UHFFFAOYSA-N,dr:DR_1,Waterstaal,wb:SWB_2,opgelost,,
P_923,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,"2,2',3,4,4',5,5'-Heptachloorbifenyl (PCB180)",PCB 180,"2,2',3,4,4',5,5'-Heptachloorbifenyl (PCB180)",https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/WBHQEUPUMONIKF-UHFFFAOYSA-N,dr:DR_1,Waterstaal,wb:SWB_1,standaard,,
P_552,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,delta-Hexachloorcyclohexaan,dHCH,delta-Hexachloorcyclohexaan,https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/JLYXXMFPNIAWKQ-UHFFFAOYSA-N,dr:DR_1,Waterstaal,wb:SWB_1,standaard,,
P_555,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,epsilon-Hexachloorcyclohexaan,eHCH,epsilon-Hexachloorcyclohexaan,https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/JLYXXMFPNIAWKQ-UHFFFAOYSA-N,dr:DR_2,Waterbodem,wb:SWB_9,standaard per droge stof,DS,per droge stof
P_2009,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,"Chroom, zeswaardig",Cr6+ t,"Chroom, zeswaardig, totaal",https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/JOPOVCBBYLSVDA-UHFFFAOYSA-N,dr:DR_1,Waterstaal,wb:SWB_3,totaal,,
P_1465,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,Perfluoroctaanzuur (PFOA),PFOA,Perfluoroctaanzuur (PFOA),https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/SNGREZUHAYWORS-UHFFFAOYSA-N,dr:DR_1,Waterstaal,wb:SWB_1,standaard,,
P_1014,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,Uranium,U,Uranium,https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/JFALSRSLKYAFGM-UHFFFAOYSA-N,dr:DR_1,Waterstaal,wb:SWB_1,standaard,,
P_1983,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,Chloride,MUC-Cl-,"Chloride, MUC project",https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/VEXZGXHMUGYJMC-UHFFFAOYSA-M,dr:DR_1,Waterstaal,wb:SWB_64,MUC project,,
P_299,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,Nitriet,NO2-,Nitriet,https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/IOVCWXUNBOPUCH-UHFFFAOYSA-M,dr:DR_1,Waterstaal,wb:SWB_1,standaard,,
P_706,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,"1,2-Dichloorbenzeen",12CBz,"1,2-Dichloorbenzeen",https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/RFFLAFLAYFXFSW-UHFFFAOYSA-N,dr:DR_1,Waterstaal,wb:SWB_1,standaard,,
P_521,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,Dieldrin,Dieldrin,Dieldrin,https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/DFBKLUNHFCTMDC-PICURKEMSA-N,dr:DR_1,Waterstaal,wb:SWB_1,standaard,,
P_1892,par:Parameter,conceptscheme:parameter,conceptscheme:parameter,Tin,Sn mt,"Tin, multi totaal",https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/ATJFFYVFTNAWJD-UHFFFAOYSA-N,dr:DR_1,Waterstaal,wb:SWB_7,multi totaal,,
